epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20208333432674408,2.4084935188293457,0.001,0.3333333432674408,1.4972189664840698
1,0.5,1.2519093751907349,0.001,0.574999988079071,1.1457959413528442
2,0.65625,0.8149204254150391,0.001,0.7416666746139526,0.6165141463279724
3,0.8291666507720947,0.450923353433609,0.001,0.7916666865348816,0.548928439617157
4,0.8916666507720947,0.2986278831958771,0.001,0.7916666865348816,0.554757297039032
5,0.9437500238418579,0.17138947546482086,0.001,0.8583333492279053,0.49829354882240295
6,0.9770833253860474,0.09076306223869324,0.001,0.8833333253860474,0.3737696707248688
7,0.9979166388511658,0.03793550282716751,0.001,0.9166666865348816,0.32173094153404236
8,1.0,0.015692295506596565,0.001,0.9166666865348816,0.29017603397369385
9,1.0,0.008535513654351234,0.001,0.9166666865348816,0.3250698745250702
10,1.0,0.005077695939689875,0.001,0.9166666865348816,0.3198804259300232
11,1.0,0.003561778459697962,0.00020000001,0.9166666865348816,0.31931808590888977
12,1.0,0.003153420053422451,0.00020000001,0.9166666865348816,0.32132208347320557
13,1.0,0.0030062219593673944,4.0000003e-05,0.9166666865348816,0.32192909717559814
14,1.0,0.0029763171914964914,4.0000003e-05,0.9166666865348816,0.3224346339702606
15,1.0,0.0029476373456418514,8.000001e-06,0.9166666865348816,0.32249715924263
16,1.0,0.002940715989097953,8.000001e-06,0.9166666865348816,0.3225140869617462
17,1.0,0.002935797441750765,1.6000001e-06,0.9166666865348816,0.32252755761146545
18,1.0,0.0029343992937356234,1.6000001e-06,0.9166666865348816,0.3225456476211548
19,1.0,0.0029332907870411873,3.2000003e-07,0.9166666865348816,0.3225463926792145
20,1.0,0.0029329918324947357,3.2000003e-07,0.9166666865348816,0.32254818081855774
21,1.0,0.0029327610973268747,6.4000005e-08,0.9166666865348816,0.32254818081855774
22,1.0,0.0029327094089239836,6.4000005e-08,0.9166666865348816,0.3225482404232025
23,1.0,0.0029326609801501036,1.2800001e-08,0.9166666865348816,0.3225483000278473
24,1.0,0.002932656090706587,1.2800001e-08,0.9166666865348816,0.3225483298301697
25,1.0,0.0029326516669243574,2.5600002e-09,0.9166666865348816,0.3225483000278473
26,1.0,0.0029326514340937138,2.5600002e-09,0.9166666865348816,0.3225483000278473
27,1.0,0.0029326516669243574,5.1200005e-10,0.9166666865348816,0.3225483000278473
28,1.0,0.00293265120126307,5.1200005e-10,0.9166666865348816,0.3225483298301697
29,1.0,0.0029326516669243574,1.0240001e-10,0.9166666865348816,0.3225483298301697
30,1.0,0.0029326516669243574,1.0240001e-10,0.9166666865348816,0.3225483298301697
31,1.0,0.0029326514340937138,2.0480003e-11,0.9166666865348816,0.3225483298301697
32,1.0,0.002932651899755001,2.0480003e-11,0.9166666865348816,0.3225483298301697
33,1.0,0.0029326514340937138,4.0960004e-12,0.9166666865348816,0.3225483298301697
34,1.0,0.0029326516669243574,4.0960004e-12,0.9166666865348816,0.3225483298301697
35,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
36,1.0,0.002932651899755001,1e-12,0.9166666865348816,0.3225483298301697
37,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
38,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
39,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
40,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
41,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
42,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
43,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
44,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
45,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
46,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
47,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
48,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
49,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
50,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
51,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
52,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
53,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
54,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
55,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
56,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
57,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
58,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
59,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
60,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
61,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
62,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
63,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
64,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
65,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
66,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
67,1.0,0.00293265120126307,1e-12,0.9166666865348816,0.3225483298301697
68,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
69,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
70,1.0,0.002932651899755001,1e-12,0.9166666865348816,0.3225483298301697
71,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
72,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
73,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
74,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
75,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
76,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
77,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
78,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
79,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
80,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
81,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
82,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
83,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
84,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
85,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
86,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
87,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
88,1.0,0.002932651899755001,1e-12,0.9166666865348816,0.3225483298301697
89,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
90,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
91,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
92,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
93,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
94,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
95,1.0,0.0029326516669243574,1e-12,0.9166666865348816,0.3225483298301697
96,1.0,0.002932651899755001,1e-12,0.9166666865348816,0.3225483298301697
97,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
98,1.0,0.00293265120126307,1e-12,0.9166666865348816,0.3225483298301697
99,1.0,0.0029326514340937138,1e-12,0.9166666865348816,0.3225483298301697
